timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,SampleCount,ErrorCount,IdleTime,Connect
2017/03/13 15:14:08,16668,Go to demo.hub3c.com A,200,OK,userGroup 1-162,text,true,,5073,183,999,999,https://demo.hub3c.com/,16668,1,0,0,572
2017/03/13 15:14:08,16668,Go to demo.hub3c.com A,200,OK,userGroup 1-169,text,true,,5073,183,999,999,https://demo.hub3c.com/,16668,1,0,0,594
2017/03/13 15:14:08,17222,Go to demo.hub3c.com A,200,OK,userGroup 1-41,text,true,,5073,183,999,999,https://demo.hub3c.com/,17222,1,0,0,1031
2017/03/13 15:14:09,16931,Go to demo.hub3c.com A,200,OK,userGroup 1-191,text,true,,5073,183,999,999,https://demo.hub3c.com/,16931,1,0,0,574
2017/03/13 15:14:09,16949,Go to demo.hub3c.com A,200,OK,userGroup 1-207,text,true,,5073,183,999,999,https://demo.hub3c.com/,16949,1,0,0,591
2017/03/13 15:14:09,16971,Go to demo.hub3c.com A,200,OK,userGroup 1-221,text,true,,5073,183,999,999,https://demo.hub3c.com/,16971,1,0,0,609
2017/03/13 15:14:09,16978,Go to demo.hub3c.com A,200,OK,userGroup 1-227,text,true,,5073,183,999,999,https://demo.hub3c.com/,16978,1,0,0,612
2017/03/13 15:14:09,16949,Go to demo.hub3c.com A,200,OK,userGroup 1-200,text,true,,5073,183,999,999,https://demo.hub3c.com/,16949,1,0,0,589
2017/03/13 15:14:09,16960,Go to demo.hub3c.com A,200,OK,userGroup 1-194,text,true,,5073,183,999,999,https://demo.hub3c.com/,16960,1,0,0,600
2017/03/13 15:14:09,16999,Go to demo.hub3c.com A,200,OK,userGroup 1-234,text,true,,5073,183,999,999,https://demo.hub3c.com/,16999,1,0,0,625
2017/03/13 15:14:09,16955,Go to demo.hub3c.com A,200,OK,userGroup 1-182,text,true,,5073,183,999,999,https://demo.hub3c.com/,16954,1,0,0,582
2017/03/13 15:14:09,17006,Go to demo.hub3c.com A,200,OK,userGroup 1-240,text,true,,5073,183,999,999,https://demo.hub3c.com/,17006,1,0,0,628
